Scale,Dataset,Image,Method,PSNR,SSIM
8x,Manga109,ParaisoRoad.png,bicubic,21.99897575,0.6755636334
8x,Manga109,PikaruGenkiDesu.png,bicubic,20.49345779,0.6140909791
8x,Manga109,PLANET7.png,bicubic,21.41557503,0.6351600885
8x,Manga109,PlatinumJungle.png,bicubic,20.75721741,0.6481852531
8x,Manga109,PrayerHaNemurenai.png,bicubic,23.98895264,0.5432097912
8x,Manga109,PrismHeart.png,bicubic,24.08574677,0.7906881571
8x,Manga109,PsychoStaff.png,bicubic,23.56272697,0.7470926642
8x,Manga109,Raphael.png,bicubic,20.03185081,0.5915519595
8x,Manga109,ReveryEarth.png,bicubic,22.13469696,0.6357246637
8x,Manga109,RinToSiteSippuNoNaka.png,bicubic,20.97400284,0.7682891488
8x,Manga109,RisingGirl.png,bicubic,21.70168877,0.6100689173
8x,Manga109,Saisoku.png,bicubic,19.34048843,0.5684051514
8x,Manga109,SaladDays_vol01.png,bicubic,23.07580757,0.7199318409
8x,Manga109,SaladDays_vol18.png,bicubic,24.29143143,0.7444823384
8x,Manga109,SamayoeruSyonenNiJunaiWo.png,bicubic,21.54587936,0.5615099669
8x,Manga109,SeisinkiVulnus.png,bicubic,23.51101875,0.6523770094
8x,Manga109,ShimatteIkouze_vol01.png,bicubic,19.80204582,0.6865837574
8x,Manga109,ShimatteIkouze_vol26.png,bicubic,17.9144249,0.6508565545
8x,Manga109,SonokiDeABC.png,bicubic,23.14558792,0.669021666
8x,Manga109,SyabondamaKieta.png,bicubic,21.72282791,0.6255570054
8x,Manga109,TaiyouNiSmash.png,bicubic,25.12389374,0.7733572721
8x,Manga109,TapkunNoTanteisitsu.png,bicubic,23.20812416,0.7846575975
8x,Manga109,TasogareTsushin.png,bicubic,21.73702049,0.7207565308
8x,Manga109,TennenSenshiG.png,bicubic,18.14806366,0.527019918
8x,Manga109,TensiNoHaneToAkumaNoShippo.png,bicubic,20.79000854,0.5928255916
8x,Manga109,TetsuSan.png,bicubic,17.68624115,0.711037159
8x,Manga109,ThatsIzumiko_000.png,bicubic,16.23803711,0.3443843424
8x,Manga109,TotteokiNoABC.png,bicubic,23.29837036,0.767754972
8x,Manga109,ToutaMairimasu.png,bicubic,18.50841904,0.527366519
8x,Manga109,TouyouKidan.png,bicubic,20.05797577,0.6534876227
8x,Manga109,TsubasaNoKioku.png,bicubic,25.78326416,0.6995401382
8x,Manga109,UchiNoNyansDiary_000.png,bicubic,18.93575478,0.7299952507
8x,Manga109,UchuKigekiM774.png,bicubic,20.478302,0.4022831917
8x,Manga109,UltraEleven.png,bicubic,16.97968674,0.5234807134
8x,Manga109,UnbalanceTokyo.png,bicubic,21.68086243,0.6852118373
8x,Manga109,WarewareHaOniDearu.png,bicubic,17.76302147,0.3102487922
8x,Manga109,YamatoNoHane.png,bicubic,23.9862442,0.8026041985
8x,Manga109,YasasiiAkuma.png,bicubic,21.32866287,0.684443891
8x,Manga109,YouchienBoueigumi.png,bicubic,20.1294632,0.7072566748
8x,Manga109,YoumaKourin.png,bicubic,21.96737289,0.6044183373
8x,Manga109,YukiNoFuruMachi.png,bicubic,26.51983261,0.7961484194
8x,Manga109,YumeiroCooking.png,bicubic,22.40989876,0.6831313968
8x,Manga109,YumeNoKayoiji.png,bicubic,24.21006775,0.6340250373
8x,Set14,baboon.png,bicubic,21.35047722,0.338679105
8x,Set14,barbara.png,bicubic,23.40010834,0.5759826899
8x,Set14,bridge.png,bicubic,22.20953178,0.3925911784
8x,Set14,coastguard.png,bicubic,23.25577736,0.4214088023
8x,Set14,comic.png,bicubic,19.59060097,0.3888882399
8x,Set14,face.png,bicubic,29.63356972,0.7207268476
8x,Set14,flowers.png,bicubic,22.65379333,0.5881756544
8x,Set14,foreman.png,bicubic,23.51269531,0.7278552055
8x,Set14,lenna.png,bicubic,26.39062881,0.7179861069
8x,Set14,man.png,bicubic,23.12811089,0.5297509432
8x,Set14,monarch.png,bicubic,23.32248306,0.7726089358
8x,Set14,pepper.png,bicubic,25.89789581,0.7371390462
8x,Set14,ppt3.png,bicubic,19.18431282,0.7019344568
8x,Set14,zebra.png,bicubic,19.9664917,0.4636190832
8x,Set5,baby.png,bicubic,27.37482262,0.73959589
8x,Set5,bird.png,bicubic,25.24559402,0.7010613084
8x,Set5,butterfly.png,bicubic,17.85655785,0.4919325113
8x,Set5,head.png,bicubic,29.3019371,0.6815262437
8x,Set5,woman.png,bicubic,22.58079529,0.687741816
8x,Urban100,img_001.png,bicubic,23.05974007,0.5686780214
8x,Urban100,img_002.png,bicubic,21.84345245,0.5189412236
8x,Urban100,img_003.png,bicubic,20.25751114,0.408821255
8x,Urban100,img_004.png,bicubic,17.97538376,0.4267193973
8x,Urban100,img_005.png,bicubic,19.92479706,0.6919085383
8x,Urban100,img_006.png,bicubic,19.0950222,0.3494009078
8x,Urban100,img_007.png,bicubic,22.11941147,0.574311316
8x,Urban100,img_008.png,bicubic,18.30091858,0.3213590086
8x,Urban100,img_009.png,bicubic,28.87863541,0.8106501698
8x,Urban100,img_010.png,bicubic,21.74032593,0.7148243189
8x,Urban100,img_011.png,bicubic,13.68831158,0.3963510096
8x,Urban100,img_012.png,bicubic,20.84337044,0.4791082144
8x,Urban100,img_013.png,bicubic,23.18494034,0.5794584155
8x,Urban100,img_014.png,bicubic,20.23596764,0.4918707907
8x,Urban100,img_015.png,bicubic,21.19752502,0.5089454651
8x,Urban100,img_016.png,bicubic,22.47419739,0.7407258153
8x,Urban100,img_017.png,bicubic,21.32238007,0.5874043107
8x,Urban100,img_018.png,bicubic,22.37877846,0.4517157972
8x,Urban100,img_019.png,bicubic,16.80406761,0.506341815
8x,Urban100,img_020.png,bicubic,18.56924248,0.4489798546
8x,Urban100,img_021.png,bicubic,24.63479805,0.5987032056
8x,Urban100,img_022.png,bicubic,23.56542587,0.6166974306
8x,Urban100,img_023.png,bicubic,22.20189285,0.6136747599
8x,Urban100,img_024.png,bicubic,16.31363297,0.2939033806
8x,Urban100,img_025.png,bicubic,22.83054352,0.6653280854
8x,Urban100,img_026.png,bicubic,23.91016197,0.5548407435
8x,Urban100,img_027.png,bicubic,24.77266502,0.63211447
8x,Urban100,img_028.png,bicubic,25.56207275,0.725703299
8x,Urban100,img_029.png,bicubic,21.01516342,0.6085489988
8x,Urban100,img_030.png,bicubic,19.14302826,0.4275828302
8x,Urban100,img_031.png,bicubic,20.89429855,0.5582896471
8x,Urban100,img_032.png,bicubic,24.19656944,0.6753098965
8x,Urban100,img_033.png,bicubic,22.47317123,0.5931481123
8x,Urban100,img_034.png,bicubic,19.5656414,0.3525414765
8x,Urban100,img_035.png,bicubic,20.95326996,0.5740888119
8x,Urban100,img_036.png,bicubic,22.42393112,0.6557093859
8x,Urban100,img_037.png,bicubic,20.40293694,0.5013124347
8x,Urban100,img_038.png,bicubic,23.20446968,0.4238382578
8x,Urban100,img_039.png,bicubic,19.29265213,0.4759724438
8x,Urban100,img_040.png,bicubic,15.87929249,0.4585714936
8x,Urban100,img_041.png,bicubic,18.00354195,0.4689626694
8x,Urban100,img_042.png,bicubic,21.68068695,0.6244310141
8x,Urban100,img_043.png,bicubic,18.41368484,0.6103169322
8x,Urban100,img_044.png,bicubic,22.80002785,0.4946336746
8x,Urban100,img_045.png,bicubic,18.46643639,0.3194557726
8x,Urban100,img_046.png,bicubic,22.10845757,0.6105030179
8x,Urban100,img_047.png,bicubic,18.4443531,0.5092974305
8x,Urban100,img_048.png,bicubic,16.68479538,0.5572035313
8x,Urban100,img_049.png,bicubic,17.94041443,0.4050624669
8x,Urban100,img_050.png,bicubic,21.69085312,0.5484678149
8x,Urban100,img_051.png,bicubic,22.20068169,0.5895350575
8x,Urban100,img_052.png,bicubic,20.8737278,0.5914937854
8x,Urban100,img_053.png,bicubic,17.87680435,0.4089002013
8x,Urban100,img_054.png,bicubic,18.32966042,0.390573889
8x,Urban100,img_055.png,bicubic,21.28246689,0.6181444526
8x,Urban100,img_056.png,bicubic,19.61983871,0.4428890646
8x,Urban100,img_057.png,bicubic,23.10562325,0.691301167
8x,Urban100,img_058.png,bicubic,19.00106239,0.5284860134
8x,Urban100,img_059.png,bicubic,19.6819725,0.6028057933
8x,Urban100,img_060.png,bicubic,19.68344498,0.3140053451
8x,Urban100,img_061.png,bicubic,20.67498398,0.4676588476
8x,Urban100,img_062.png,bicubic,18.16107178,0.5043235421
8x,Urban100,img_063.png,bicubic,16.13151169,0.3233151138
8x,Urban100,img_064.png,bicubic,21.79855347,0.5269012451
8x,Urban100,img_065.png,bicubic,21.4797821,0.4127390683
8x,Urban100,img_066.png,bicubic,19.92988205,0.4265573323
8x,Urban100,img_067.png,bicubic,14.73101711,0.5231161118
8x,Urban100,img_068.png,bicubic,24.16374969,0.6054393053
8x,Urban100,img_069.png,bicubic,21.06562042,0.4995093942
8x,Urban100,img_070.png,bicubic,20.44222832,0.4381971061
8x,Urban100,img_071.png,bicubic,24.16581917,0.4546911418
8x,Urban100,img_072.png,bicubic,13.99208164,0.2971430123
8x,Urban100,img_073.png,bicubic,18.1539135,0.2450659871
8x,Urban100,img_074.png,bicubic,20.96167564,0.4680198133
8x,Urban100,img_075.png,bicubic,24.55013275,0.7283583879
8x,Urban100,img_076.png,bicubic,20.08186722,0.4977621734
8x,Urban100,img_077.png,bicubic,20.71227837,0.4912162721
8x,Urban100,img_078.png,bicubic,23.96554756,0.5759254098
8x,Urban100,img_079.png,bicubic,21.58008385,0.4406775236
8x,Urban100,img_080.png,bicubic,29.77356339,0.8667308092
8x,Urban100,img_081.png,bicubic,24.26927948,0.7771791816
8x,Urban100,img_082.png,bicubic,23.73057365,0.7706472874
8x,Urban100,img_083.png,bicubic,19.02092743,0.4190528989
8x,Urban100,img_084.png,bicubic,23.66737366,0.551015377
8x,Urban100,img_085.png,bicubic,23.15407944,0.748614192
8x,Urban100,img_086.png,bicubic,24.7878933,0.7489603162
8x,Urban100,img_087.png,bicubic,20.52721977,0.6360819936
8x,Urban100,img_088.png,bicubic,16.97406387,0.2450445741
8x,Urban100,img_089.png,bicubic,23.37451172,0.4862966537
8x,Urban100,img_090.png,bicubic,27.01008224,0.7869045734
8x,Urban100,img_091.png,bicubic,19.96458054,0.340976119
8x,Urban100,img_092.png,bicubic,15.95309162,0.3568567336
8x,Urban100,img_093.png,bicubic,19.51518822,0.6084390879
8x,Urban100,img_094.png,bicubic,23.47716904,0.5999028087
8x,Urban100,img_095.png,bicubic,17.66388893,0.1616669148
8x,Urban100,img_096.png,bicubic,19.26223373,0.5547246933
8x,Urban100,img_097.png,bicubic,21.02208138,0.5008867383
8x,Urban100,img_098.png,bicubic,18.48254204,0.2559596002
8x,Urban100,img_099.png,bicubic,20.90772247,0.4691574872
8x,Urban100,img_100.png,bicubic,19.51226044,0.4671698809
8x,BSDS100,101085.png,carn,22.74022865,0.4490776658
8x,BSDS100,101087.png,carn,26.90088081,0.7572032213
8x,BSDS100,102061.png,carn,25.07182121,0.748552382
8x,BSDS100,103070.png,carn,28.20574951,0.735417068
8x,BSDS100,105025.png,carn,24.56562996,0.5856420994
8x,BSDS100,106024.png,carn,30.96780968,0.8419910669
8x,BSDS100,108005.png,carn,23.45886612,0.555500567
8x,BSDS100,108070.png,carn,22.03548431,0.4325318933
8x,BSDS100,108082.png,carn,24.66349602,0.6531505585
8x,BSDS100,109053.png,carn,27.0235405,0.689591527
8x,BSDS100,119082.png,carn,22.00113297,0.5640177131
8x,BSDS100,12084.png,carn,24.34087563,0.5301520824
8x,BSDS100,123074.png,carn,27.06289101,0.6532752514
8x,BSDS100,126007.png,carn,27.02177811,0.7529652119
8x,BSDS100,130026.png,carn,23.66818428,0.5580332279
8x,BSDS100,134035.png,carn,20.80126762,0.5172414184
8x,BSDS100,14037.png,carn,31.97442818,0.8403796554
8x,BSDS100,143090.png,carn,30.95864868,0.8504576087
8x,BSDS100,145086.png,carn,24.76235962,0.6651428938
8x,BSDS100,147091.png,carn,24.2923336,0.7413679361
8x,BSDS100,148026.png,carn,19.87859726,0.4742385447
8x,BSDS100,148089.png,carn,21.44526672,0.43426916
8x,BSDS100,156065.png,carn,24.50631714,0.4939714074
8x,BSDS100,157055.png,carn,24.33772659,0.6499495506
8x,BSDS100,159008.png,carn,23.57208252,0.6466008425
8x,BSDS100,160068.png,carn,24.13901901,0.740136385
8x,BSDS100,16077.png,carn,25.28829765,0.6135009527
8x,BSDS100,163085.png,carn,26.82721329,0.6906456947
8x,BSDS100,167062.png,carn,29.79715157,0.8624099493
8x,BSDS100,167083.png,carn,19.38489723,0.390327841
8x,BSDS100,170057.png,carn,26.61425018,0.6573824286
8x,BSDS100,175032.png,carn,20.36840057,0.2567773461
8x,BSDS100,175043.png,carn,22.45193291,0.4267287254
8x,BSDS100,182053.png,carn,22.4750061,0.6407649517
8x,BSDS100,189080.png,carn,31.31725502,0.8618934155
8x,BSDS100,19021.png,carn,24.40096855,0.6158577204
8x,BSDS100,196073.png,carn,28.22951889,0.516450882
8x,BSDS100,197017.png,carn,26.82980728,0.64950037
8x,BSDS100,208001.png,carn,26.23412323,0.5874339342
8x,BSDS100,210088.png,carn,28.38059425,0.8279625177
8x,BSDS100,21077.png,carn,24.46014023,0.6515082121
8x,BSDS100,216081.png,carn,24.14174271,0.6146741509
8x,BSDS100,219090.png,carn,24.90745163,0.6976962686
8x,BSDS100,220075.png,carn,23.79478836,0.7232547402
8x,BSDS100,223061.png,carn,23.50791931,0.5323984623
8x,BSDS100,227092.png,carn,33.4869194,0.8483250141
8x,BSDS100,229036.png,carn,20.90575027,0.4370739758
8x,BSDS100,236037.png,carn,23.32007408,0.451273948
8x,BSDS100,24077.png,carn,21.75152588,0.6912341714
8x,BSDS100,241004.png,carn,30.66806602,0.8039943576
8x,BSDS100,241048.png,carn,23.85726738,0.5198737979
8x,BSDS100,253027.png,carn,20.74516296,0.5671476126
8x,BSDS100,253055.png,carn,30.6378746,0.7937628031
8x,BSDS100,260058.png,carn,31.18383217,0.7515358329
8x,BSDS100,271035.png,carn,24.75879669,0.6246089339
8x,BSDS100,285079.png,carn,23.17564964,0.540574193
8x,BSDS100,291000.png,carn,20.78128052,0.2865069211
8x,BSDS100,295087.png,carn,26.55363083,0.6546432376
8x,BSDS100,296007.png,carn,30.74417877,0.745221734
8x,BSDS100,296059.png,carn,30.02308846,0.7512629032
8x,BSDS100,299086.png,carn,30.67297173,0.7812636495
8x,BSDS100,300091.png,carn,27.08207893,0.7352033854
8x,BSDS100,302008.png,carn,23.92703819,0.8711098433
8x,BSDS100,304034.png,carn,21.98410416,0.4463701844
8x,BSDS100,304074.png,carn,24.24700546,0.4908345044
8x,BSDS100,306005.png,carn,26.0465126,0.6901398301
8x,BSDS100,3096.png,carn,36.0703125,0.9676151276
8x,BSDS100,33039.png,carn,18.61251259,0.33318609
8x,BSDS100,351093.png,carn,21.75477028,0.5411112905
8x,BSDS100,361010.png,carn,25.56126595,0.689758122
8x,BSDS100,37073.png,carn,28.33162689,0.7630134821
8x,BSDS100,376043.png,carn,23.85569763,0.4410925806
8x,BSDS100,38082.png,carn,25.99453735,0.4903167188
8x,BSDS100,38092.png,carn,24.62089348,0.6028636694
8x,BSDS100,385039.png,carn,22.65284348,0.6007043719
8x,BSDS100,41033.png,carn,27.5081749,0.6958760619
8x,BSDS100,41069.png,carn,23.04784966,0.3579601943
8x,BSDS100,42012.png,carn,27.07859421,0.6905536652
8x,BSDS100,42049.png,carn,28.43318558,0.9152864814
8x,BSDS100,43074.png,carn,29.20427322,0.7547653317
8x,BSDS100,45096.png,carn,32.94377899,0.9131103754
8x,BSDS100,54082.png,carn,27.82838631,0.668338716
8x,BSDS100,55073.png,carn,21.18140984,0.3814904392
8x,BSDS100,58060.png,carn,20.6846199,0.4820946157
8x,BSDS100,62096.png,carn,23.17344284,0.6702302098
8x,BSDS100,65033.png,carn,23.52928162,0.4377043545
8x,BSDS100,66053.png,carn,25.98176193,0.5824930668
8x,BSDS100,69015.png,carn,27.44228363,0.6872209907
8x,BSDS100,69020.png,carn,26.32239342,0.4711343348
8x,BSDS100,69040.png,carn,23.1054306,0.4214753807
8x,BSDS100,76053.png,carn,27.28041458,0.6078915
8x,BSDS100,78004.png,carn,24.40147209,0.6327109933
8x,BSDS100,8023.png,carn,26.39610672,0.7145153284
8x,BSDS100,85048.png,carn,23.11141205,0.5298208594
8x,BSDS100,86000.png,carn,23.25829506,0.6337281466
8x,BSDS100,86016.png,carn,22.3782177,0.2470978498
8x,BSDS100,86068.png,carn,26.5600872,0.4957147837
8x,BSDS100,87046.png,carn,23.58726311,0.6052212119
8x,BSDS100,89072.png,carn,24.75354004,0.6169148684
8x,BSDS100,97033.png,carn,22.75317383,0.5847284198
8x,Manga109,AisazuNihaIrarenai.png,carn,26.54461288,0.6686993241
8x,Manga109,AkkeraKanjinchou.png,carn,23.4641552,0.6851609945
8x,Manga109,Akuhamu.png,carn,29.7243576,0.8719179034
8x,Manga109,AosugiruHaru.png,carn,32.71974945,0.9364100695
8x,Manga109,AppareKappore.png,carn,24.58353424,0.7769955397
8x,Manga109,Arisa.png,carn,25.96916008,0.8693124652
8x,Manga109,ARMS.png,carn,24.8461132,0.6716780663
8x,Manga109,BakuretsuKungFuGirl.png,carn,24.19171333,0.7815368772
8x,Manga109,Belmondo.png,carn,24.26608658,0.7834034562
8x,Manga109,BEMADER_P.png,carn,23.50500298,0.8098171353
8x,Manga109,BokuHaSitatakaKun.png,carn,22.56893158,0.8213717341
8x,Manga109,BurariTessenTorimonocho.png,carn,22.10002136,0.6357129216
8x,Manga109,ByebyeC-BOY.png,carn,25.31585503,0.8790429235
8x,Manga109,Count3DeKimeteAgeru.png,carn,25.77336884,0.82841748
8x,Manga109,DollGun.png,carn,23.45401955,0.7609040737
8x,Manga109,Donburakokko.png,carn,21.41285133,0.7118786573
8x,Manga109,DualJustice.png,carn,23.72982407,0.8273968697
8x,Manga109,EienNoWith.png,carn,28.66913223,0.9347422123
8x,Manga109,EvaLady.png,carn,27.96362114,0.8457510471
8x,Manga109,EverydayOsakanaChan.png,carn,26.04711151,0.9135606885
8x,Manga109,GakuenNoise.png,carn,25.7439785,0.7972984314
8x,Manga109,GarakutayaManta.png,carn,24.47217941,0.7797613144
8x,Manga109,GinNoChimera.png,carn,29.70345306,0.9313836098
8x,Manga109,GOOD_KISS_Ver2.png,carn,25.77998924,0.7912279963
8x,Manga109,Hamlet.png,carn,22.58258057,0.8792668581
8x,Manga109,HanzaiKousyouninMinegishiEitarou.png,carn,24.27676392,0.8313540816
8x,Manga109,HaruichibanNoFukukoro.png,carn,29.32830429,0.9304577708
8x,Manga109,HarukaRefrain.png,carn,26.88266754,0.8578730822
8x,Manga109,HealingPlanet.png,carn,25.86199951,0.8832370043
8x,Manga109,HeiseiJimen.png,carn,25.93683243,0.8491820693
8x,Manga109,HighschoolKimengumi_vol01.png,carn,19.42328644,0.7264759541
8x,Manga109,HighschoolKimengumi_vol20.png,carn,20.86610794,0.7302670479
8x,Manga109,HinagikuKenzan.png,carn,27.53193283,0.7616320848
8x,Manga109,HisokaReturns.png,carn,24.55353546,0.6215053797
8x,Manga109,JangiriPonpon.png,carn,21.05566978,0.7007775903
8x,Manga109,JijiBabaFight.png,carn,25.23414993,0.7842247486
8x,Manga109,Joouari.png,carn,23.60871887,0.7493987679
8x,Manga109,Jyovolley.png,carn,27.38235664,0.8994573355
8x,Manga109,KarappoHighschool.png,carn,27.31949615,0.8657033443
8x,Manga109,KimiHaBokuNoTaiyouDa.png,carn,22.42556572,0.6820639372
8x,Manga109,KoukouNoHitotachi.png,carn,24.59543228,0.6745767593
8x,Manga109,KuroidoGanka.png,carn,27.05458832,0.7951719165
8x,Manga109,KyokugenCyclone.png,carn,18.05283737,0.5187587142
8x,Manga109,LancelotFullThrottle.png,carn,27.61781883,0.9042325616
8x,Manga109,LoveHina_vol01.png,carn,22.45061493,0.8666558862
8x,Manga109,LoveHina_vol14.png,carn,22.49584961,0.7121121287
8x,Manga109,MAD_STONE.png,carn,29.06482506,0.8669975996
8x,Manga109,MadouTaiga.png,carn,22.43624878,0.7391921878
8x,Manga109,MagicianLoad.png,carn,23.91368103,0.6483941674
8x,Manga109,MagicStarGakuin.png,carn,22.7468071,0.7390053272
8x,Manga109,MariaSamaNihaNaisyo.png,carn,24.42384911,0.8661056161
8x,Manga109,MayaNoAkaiKutsu.png,carn,27.76430893,0.86219275
8x,Manga109,MemorySeijin.png,carn,32.66822052,0.8528578281
8x,Manga109,MeteoSanStrikeDesu.png,carn,28.24313164,0.8683689237
8x,Manga109,MiraiSan.png,carn,19.88133621,0.4592503905
8x,Manga109,MisutenaideDaisy.png,carn,26.69694138,0.9162960052
8x,Manga109,MoeruOnisan_vol01.png,carn,22.65882111,0.8428025246
8x,Manga109,MoeruOnisan_vol19.png,carn,24.8351841,0.8236962557
8x,Manga109,MomoyamaHaikagura.png,carn,21.80825806,0.5898302794
8x,Manga109,MukoukizuNoChonbo.png,carn,27.33186913,0.9204877019
8x,Manga109,MutekiBoukenSyakuma.png,carn,25.11766815,0.8440745473
8x,Manga109,Nekodama.png,carn,24.79177475,0.8441460729
8x,Manga109,NichijouSoup.png,carn,26.78087044,0.8779720664
8x,Manga109,Ningyoushi.png,carn,28.31110764,0.8495066166
8x,Manga109,OhWareraRettouSeitokai.png,carn,25.03416443,0.8309361935
8x,Manga109,OL_Lunch.png,carn,21.27320099,0.8116430044
8x,Manga109,ParaisoRoad.png,carn,25.16882706,0.819008112
8x,Manga109,PikaruGenkiDesu.png,carn,22.85273361,0.7704782486
8x,Manga109,PLANET7.png,carn,25.79753876,0.8198386431
8x,Manga109,PlatinumJungle.png,carn,24.58666229,0.8254580498
8x,Manga109,PrayerHaNemurenai.png,carn,25.13096237,0.605222404
8x,Manga109,PrismHeart.png,carn,27.89257431,0.8840807676
8x,Manga109,PsychoStaff.png,carn,26.70451164,0.8597021103
8x,Manga109,Raphael.png,carn,22.0015049,0.711853683
8x,Manga109,ReveryEarth.png,carn,24.90187073,0.776232183
8x,Manga109,RinToSiteSippuNoNaka.png,carn,23.88627052,0.8590610027
8x,Manga109,RisingGirl.png,carn,24.22061539,0.7169872522
8x,Manga109,Saisoku.png,carn,22.48331833,0.7133328915
8x,Manga109,SaladDays_vol01.png,carn,25.78686523,0.8288701177
8x,Manga109,SaladDays_vol18.png,carn,26.01506042,0.8243646026
8x,Manga109,SamayoeruSyonenNiJunaiWo.png,carn,24.35442734,0.711138308
8x,Manga109,SeisinkiVulnus.png,carn,26.84473038,0.7851780653
8x,Manga109,ShimatteIkouze_vol01.png,carn,23.35002518,0.8599060774
8x,Manga109,ShimatteIkouze_vol26.png,carn,20.75184822,0.8252543807
8x,Manga109,SonokiDeABC.png,carn,25.74099731,0.7912108302
8x,Manga109,SyabondamaKieta.png,carn,24.34698486,0.7387560606
8x,Manga109,TaiyouNiSmash.png,carn,28.66632652,0.8710152507
8x,Manga109,TapkunNoTanteisitsu.png,carn,27.01262474,0.905168891
8x,Manga109,TasogareTsushin.png,carn,25.67970467,0.8492837548
8x,Manga109,TennenSenshiG.png,carn,20.33863831,0.6890683174
8x,Manga109,TensiNoHaneToAkumaNoShippo.png,carn,23.171875,0.7281659245
8x,Manga109,TetsuSan.png,carn,21.62970734,0.8843644261
8x,Manga109,ThatsIzumiko_000.png,carn,17.85477638,0.5078767538
8x,Manga109,TotteokiNoABC.png,carn,26.27764511,0.874676168
8x,Manga109,ToutaMairimasu.png,carn,20.88891983,0.6858806014
8x,Manga109,TouyouKidan.png,carn,23.49049568,0.7956069112
8x,Manga109,TsubasaNoKioku.png,carn,28.79077721,0.7837383151
8x,Manga109,UchiNoNyansDiary_000.png,carn,22.96423149,0.8816063404
8x,Manga109,UchuKigekiM774.png,carn,21.9692421,0.5262565017
8x,Manga109,UltraEleven.png,carn,18.90700531,0.7038831711
8x,Manga109,UnbalanceTokyo.png,carn,23.4288578,0.776601851
8x,Manga109,WarewareHaOniDearu.png,carn,18.12150764,0.3472754359
8x,Manga109,YamatoNoHane.png,carn,28.14388466,0.9049827456
8x,Manga109,YasasiiAkuma.png,carn,23.53271294,0.7861672044
8x,Manga109,YouchienBoueigumi.png,carn,25.83757782,0.910190165
8x,Manga109,YoumaKourin.png,carn,24.57668114,0.7404221892
8x,Manga109,YukiNoFuruMachi.png,carn,28.71430969,0.8546773195
8x,Manga109,YumeiroCooking.png,carn,24.41015244,0.7853422165
8x,Manga109,YumeNoKayoiji.png,carn,26.55007553,0.7117937803
8x,Set14,baboon.png,carn,21.63904953,0.3792219162
8x,Set14,barbara.png,carn,24.43535614,0.6467686296
8x,Set14,bridge.png,carn,22.79302216,0.4361545444
8x,Set14,coastguard.png,carn,24.26107788,0.4539546072
8x,Set14,comic.png,carn,20.65325546,0.4842603803
8x,Set14,face.png,carn,30.76666641,0.7477037907
8x,Set14,flowers.png,carn,24.31757927,0.6639032364
8x,Set14,foreman.png,carn,26.60789299,0.8295264244
8x,Set14,lenna.png,carn,28.63404846,0.7770767212
8x,Set14,man.png,carn,24.33571053,0.5948028564
8x,Set14,monarch.png,carn,26.24245071,0.8484382629
8x,Set14,pepper.png,carn,28.75448418,0.8087842464
8x,Set14,ppt3.png,carn,21.53171349,0.8401918411
8x,Set14,zebra.png,carn,21.74420547,0.5588284135
8x,Set5,baby.png,carn,29.19616699,0.7846843004
8x,Set5,bird.png,carn,27.38065529,0.7843164802
8x,Set5,butterfly.png,carn,21.58774185,0.7483731508
8x,Set5,head.png,carn,30.32280159,0.7092674971
8x,Set5,woman.png,carn,25.02555847,0.792188406
8x,Urban100,img_001.png,carn,24.86420059,0.663648963
8x,Urban100,img_002.png,carn,23.15727425,0.6181201339
8x,Urban100,img_003.png,carn,21.32442665,0.4878239036
8x,Urban100,img_004.png,carn,18.60142708,0.5455099344
8x,Urban100,img_005.png,carn,22.48854065,0.8446178436
8x,Urban100,img_006.png,carn,19.80394173,0.4282874167
8x,Urban100,img_007.png,carn,24.31710243,0.6754432917
8x,Urban100,img_008.png,carn,18.90831184,0.4056660831
8x,Urban100,img_009.png,carn,30.20612717,0.8407207727
8x,Urban100,img_010.png,carn,23.62884331,0.7863745093
8x,Urban100,img_011.png,carn,14.64497757,0.5836217999
8x,Urban100,img_012.png,carn,21.67010498,0.5520351529
8x,Urban100,img_013.png,carn,25.68714905,0.6978099346
8x,Urban100,img_014.png,carn,20.84378433,0.5501556396
8x,Urban100,img_015.png,carn,23.55213547,0.6291592717
8x,Urban100,img_016.png,carn,24.85294151,0.8258704543
8x,Urban100,img_017.png,carn,22.58457565,0.663243711
8x,Urban100,img_018.png,carn,23.81138992,0.534291327
8x,Urban100,img_019.png,carn,17.92960739,0.6191414595
8x,Urban100,img_020.png,carn,19.2807827,0.516150713
8x,Urban100,img_021.png,carn,26.25213623,0.6698361039
8x,Urban100,img_022.png,carn,24.0715065,0.6455558538
8x,Urban100,img_023.png,carn,23.54520798,0.7070100904
8x,Urban100,img_024.png,carn,17.20219421,0.3978473246
8x,Urban100,img_025.png,carn,27.79432297,0.8041257262
8x,Urban100,img_026.png,carn,25.31544685,0.6039875746
8x,Urban100,img_027.png,carn,25.94668579,0.6819768548
8x,Urban100,img_028.png,carn,27.12860489,0.7831078768
8x,Urban100,img_029.png,carn,23.30374908,0.7241292
8x,Urban100,img_030.png,carn,20.21487045,0.5442835093
8x,Urban100,img_031.png,carn,21.6011982,0.6254299283
8x,Urban100,img_032.png,carn,25.40376663,0.720173955
8x,Urban100,img_033.png,carn,24.38023567,0.6742930412
8x,Urban100,img_034.png,carn,20.76035309,0.4357955456
8x,Urban100,img_035.png,carn,22.81870842,0.7139371037
8x,Urban100,img_036.png,carn,24.87417221,0.7694722414
8x,Urban100,img_037.png,carn,21.90469742,0.590811789
